bri,watt
1,1.02
4,1.03
7,1.03
10,1.03
13,1.04
16,1.04
19,1.05
22,1.07
25,1.09
28,1.1
31,1.14
34,1.16
37,1.18
40,1.23
43,1.27
46,1.29
49,1.36
52,1.39
55,1.45
58,1.48
61,1.54
64,1.58
67,1.67
70,1.67
73,1.78
76,1.85
79,1.85
82,1.98
85,2.08
88,2.04
91,2.16
94,2.26
97,2.37
100,2.47
103,2.53
106,2.55
109,2.58
112,2.63
115,2.72
118,2.83
121,2.95
124,3.03
127,3.12
130,3.24
133,3.34
136,3.43
139,3.5
142,3.57
145,3.63
148,3.7
151,3.79
154,3.89
157,4.02
160,4.15
163,4.3
166,4.45
169,4.6
172,4.76
175,4.92
178,5.06
181,5.21
184,5.35
187,5.48
190,5.59
193,5.7
196,5.8
199,5.9
202,6.01
205,6.14
208,6.28
211,6.45
214,6.63
217,6.82
220,7.02
223,7.23
226,7.41
229,7.57
232,7.75
235,7.93
238,8.1
241,8.29
244,8.47
247,8.66
250,8.84
253,9.03
255,9.1
