bri,watt
1,0.16
2,0.32
3,0.34
4,0.34
5,0.29
6,0.29
7,0.26
8,0.26
9,0.24
10,0.23
11,0.22
12,0.23
13,0.21
14,0.19
15,0.16
16,0.19
17,0.24
18,0.26
19,0.26
20,0.25
21,0.26
22,0.24
23,0.29
24,0.28
25,0.26
26,0.27
27,0.29
28,0.29
29,0.37
30,0.38
31,0.27
32,0.31
33,0.36
34,0.39
35,0.35
36,0.38
37,0.4
38,0.45
39,0.44
40,0.47
41,0.46
42,0.51
43,0.46
44,0.49
45,0.46
46,0.53
47,0.5
48,0.55
49,0.56
50,0.56
51,0.6
52,0.6
53,0.59
54,0.55
55,0.59
56,0.62
57,0.59
58,0.61
59,0.64
60,0.59
61,0.61
62,0.67
63,0.67
64,0.67
65,0.69
66,0.73
67,0.73
68,0.71
69,0.74
70,0.73
71,0.77
72,0.79
73,0.79
74,0.77
75,0.84
76,0.81
77,0.84
78,0.86
79,0.85
80,0.79
81,0.86
82,0.87
83,0.91
84,0.87
85,0.89
86,0.95
87,0.99
88,0.98
89,0.97
90,1.02
91,1.01
92,1.04
93,1.03
94,1.08
95,1.13
96,1.12
97,1.17
98,1.22
99,1.24
100,1.28
101,1.27
102,1.27
103,1.29
104,1.33
105,1.3
106,1.35
107,1.36
108,1.4
109,1.36
110,1.43
111,1.43
112,1.47
113,1.47
114,1.59
115,1.56
116,1.59
117,1.64
118,1.71
119,1.72
120,1.72
121,1.72
122,1.79
123,1.75
124,1.76
125,1.78
126,1.82
127,1.91
128,1.88
129,1.99
130,1.98
131,2.02
132,2.02
133,2.06
134,2.08
135,2.14
136,2.15
137,2.2
138,2.18
139,2.22
140,2.28
141,2.27
142,2.37
143,2.34
144,2.36
145,2.41
146,2.42
147,2.44
148,2.51
149,2.52
150,2.52
151,2.58
152,2.57
153,2.63
154,2.69
155,2.65
156,2.7
157,2.69
158,2.73
159,2.79
160,2.79
161,2.85
162,2.87
163,2.91
164,2.96
165,2.97
166,3.07
167,3.04
168,3.07
169,3.16
170,3.17
171,3.17
172,3.23
173,3.27
174,3.29
175,3.33
176,3.37
177,3.43
178,3.48
179,3.51
180,3.55
181,3.58
182,3.6
183,3.67
184,3.69
185,3.75
186,3.77
187,3.79
188,3.83
189,3.87
190,3.9
191,3.98
192,3.99
193,4.05
194,4.09
195,4.12
196,4.15
197,4.19
198,4.29
199,4.3
200,4.32
201,4.35
202,4.43
203,4.44
204,4.5
205,4.5
206,4.6
207,4.62
208,4.67
209,4.7
210,4.75
211,4.78
212,4.8
213,4.89
214,4.93
215,4.98
216,5.01
217,5.06
218,5.12
219,5.13
220,5.19
221,5.19
222,5.29
223,5.34
224,5.32
225,5.41
226,5.41
227,5.53
228,5.54
229,5.64
230,5.7
231,5.73
232,5.84
233,5.84
234,5.9
235,5.94
236,6.0
237,6.02
238,6.07
239,6.18
240,6.21
241,6.28
242,6.26
243,6.34
244,6.34
245,6.45
246,6.48
247,6.56
248,6.54
249,6.6
250,6.56
251,6.67
252,6.74
253,6.84
254,6.83
255,6.84
