bri,watt
3,1.1
5,1.1
8,1
11,1
13,1
15,1.9
18,1.9
20,1.9
23,1.8
26,1.8
28,1.7
31,1.7
33,1.7
36,1.7
38,1.7
41,1.6
43,1.5
46,1.5
48,1.5
51,1.5
54,2.4
56,2.4
59,2.3
61,2.2
64,2.2
66,2.2
69,2.2
71,2.1
74,2.1
76,2.1
79,2
82,2
84,2.9
87,2.9
89,2.8
92,2.8
94,2.8
97,2.8
99,2.8
102,2.6
105,2.6
107,2.6
110,2.5
112,2.5
115,2.5
117,2.5
120,3.4
122,3.3
125,3.3
128,3.2
130,3.1
133,3
135,3
138,3.9
140,3.8
143,3.7
145,3.6
148,3.5
150,3.5
153,4.3
156,4.3
158,4.1
161,4.1
163,4.8
166,4.9
168,4.8
171,4.7
173,4.7
176,4.6
178,5.4
181,5.3
184,5.2
186,5.1
189,5.9
191,5.6
194,5.7
196,5.7
199,6.4
201,6.3
204,6.1
207,6
209,6.9
212,6.8
214,6.7
217,6.5
219,7.4
222,7.3
224,7.2
227,7.9
230,7.8
232,7.5
235,7.6
237,7.5
240,8.3
242,8.1
245,8
247,8.7
250,8.6
252,9.4
255,9.3
