bri,watt
2,0.5
3,0.44
4,0.57
5,0.5
7,0.48
8,0.54
9,0.68
10,0.68
11,0.76
12,0.77
13,0.72
14,0.86
15,0.76
16,0.94
17,0.78
18,1.05
19,1.03
20,1.16
21,1.14
22,1.16
23,1.2
24,1.23
25,1.29
26,1.27
27,1.5
28,1.46
29,1.47
30,1.45
31,1.54
32,1.51
33,1.6
34,1.67
35,1.7
36,1.79
37,1.8
38,1.81
39,1.83
40,1.88
41,1.86
42,1.86
43,2.17
44,2.0
45,2.12
46,2.1
47,2.1
48,2.07
49,2.27
50,2.39
51,2.29
52,2.37
53,2.3
54,2.4
55,2.51
56,2.56
57,2.53
58,2.6
59,2.58
60,2.58
61,2.77
62,2.76
63,2.76
64,2.72
65,2.78
66,2.93
67,2.94
68,2.88
69,2.98
70,2.93
71,3.06
72,3.22
73,3.14
74,3.27
75,3.09
76,3.21
77,3.24
78,3.31
79,3.41
80,3.43
81,3.58
82,3.49
83,3.52
84,3.57
85,3.58
86,3.61
87,3.61
88,3.79
89,3.82
90,3.82
91,3.71
92,3.85
93,3.95
94,3.91
95,4.0
96,3.99
97,4.01
98,3.94
99,4.14
100,4.19
101,4.29
102,4.35
103,4.27
104,4.56
105,4.41
106,4.5
107,4.46
108,4.51
109,4.45
110,4.55
111,4.87
112,4.76
113,4.75
114,4.72
115,4.93
116,4.72
117,4.95
118,4.94
119,4.98
120,5.02
121,4.96
122,5.13
123,5.1
124,5.34
125,5.24
126,5.29
127,5.19
128,5.23
129,5.41
130,5.41
131,5.51
132,5.48
133,5.52
134,5.51
135,5.62
136,5.63
137,5.75
138,5.79
139,5.66
140,5.86
141,5.94
142,5.92
143,5.96
144,5.94
145,6.03
146,6.07
147,6.22
148,6.1
149,6.09
150,6.24
151,6.22
152,6.28
153,6.33
154,6.38
155,6.52
156,6.49
157,6.53
158,6.5
159,6.54
160,6.57
161,6.73
162,6.72
163,6.79
164,6.8
165,6.91
166,6.83
167,6.87
168,6.97
169,6.98
170,7.06
171,7.05
172,7.05
173,7.11
174,7.22
175,7.33
176,7.28
177,7.38
178,7.42
179,7.49
180,7.45
181,7.53
182,7.51
183,7.6
184,7.69
185,7.72
186,7.77
187,7.74
188,7.78
189,7.89
190,8.14
191,7.9
192,8.11
193,8.01
194,7.98
195,8.06
196,8.16
197,8.2
198,8.19
199,8.35
200,8.25
201,8.37
202,8.31
203,8.39
204,8.55
205,8.44
206,8.57
207,8.65
208,8.72
209,8.71
210,8.67
211,8.73
212,8.77
213,8.91
214,8.95
215,9.09
216,8.93
217,9.05
218,8.97
219,9.15
220,9.12
221,9.22
222,9.35
223,9.31
224,9.47
225,9.36
226,9.41
227,9.56
228,9.49
229,9.52
230,9.57
231,9.66
232,9.65
233,9.68
234,9.79
235,9.79
236,9.75
237,9.8
238,9.73
239,9.92
240,10.02
241,9.96
242,10.07
243,10.09
244,10.11
245,10.18
246,10.19
247,10.26
248,10.34
249,10.38
250,10.47
251,10.59
252,10.39
253,10.49
254,10.6
255,10.64
