bri,watt
3,0.73
5,0.73
8,0.73
11,0.73
13,0.76
15,0.76
18,0.76
20,0.76
23,0.81
26,0.81
28,0.81
31,0.87
33,0.87
36,0.87
38,0.87
41,0.87
43,0.93
46,0.93
48,0.93
51,0.93
54,1.02
56,1.02
59,1.02
61,1.02
64,1.02
66,1.02
69,1.15
71,1.15
74,1.15
76,1.15
79,1.15
82,1.37
84,1.39
87,1.40
89,1.42
92,1.43
94,1.44
97,1.46
99,1.46
102,1.47
105,1.48
107,1.48
110,1.48
112,1.46
115,1.55
117,1.59
120,1.64
122,1.67
125,1.72
128,1.75
130,1.78
133,1.83
135,1.85
138,1.90
140,1.93
143,1.98
145,2.01
148,2.05
150,2.08
153,2.12
156,2.16
158,2.18
161,2.22
163,2.26
166,2.34
168,2.41
171,2.48
173,2.53
176,2.61
178,2.66
181,2.75
184,2.84
186,2.88
189,2.98
191,3.04
194,3.14
196,3.20
199,3.29
201,3.35
204,3.43
207,3.51
209,3.59
212,3.72
214,3.81
217,3.95
219,4.04
222,4.20
224,4.30
227,4.46
230,4.63
232,4.74
235,4.90
237,5.04
240,5.22
242,5.33
245,5.52
247,5.63
250,5.64
252,5.64
255,5.64
