effect,bri,watt
off,5,0.47
off,45,0.6
off,85,0.99
off,125,1.61
off,165,2.5
off,205,3.51
off,245,4.9
off,255,5.25
candle,5,0.49
candle,45,0.6
candle,85,0.85
candle,125,1.26
candle,165,1.75
candle,205,2.24
candle,245,3.08
candle,255,3.23
