bri,watt
1,0.6
2,0.6
3,0.6
4,0.6
5,0.59
6,0.6
7,0.6
8,0.6
9,0.61
10,0.59
11,0.61
12,0.6
13,0.61
14,0.6
15,0.6
16,0.61
17,0.59
18,0.6
19,0.61
20,0.6
21,0.6
22,0.61
23,0.6
24,0.61
25,0.6
26,0.61
27,0.63
28,0.63
29,0.63
30,0.62
31,0.62
32,0.67
33,0.69
34,0.69
35,0.69
36,0.7
37,0.71
38,0.74
39,0.72
40,0.76
41,0.76
42,0.76
43,0.8
44,0.81
45,0.82
46,0.82
47,0.83
48,0.88
49,0.86
50,0.9
51,0.91
52,0.91
53,0.94
54,0.92
55,0.98
56,0.98
57,0.98
58,1.0
59,1.0
60,1.04
61,1.03
62,1.04
63,1.06
64,1.06
65,1.06
66,1.12
67,1.11
68,1.16
69,1.15
70,1.13
71,1.21
72,1.2
73,1.22
74,1.22
75,1.22
76,1.27
77,1.27
78,1.3
79,1.31
80,1.3
81,1.34
82,1.35
83,1.39
84,1.39
85,1.39
86,1.4
87,1.4
88,1.46
89,1.45
90,1.46
91,1.48
92,1.48
93,1.5
94,1.53
95,1.54
96,1.58
97,1.57
98,1.58
99,1.64
100,1.62
101,1.66
102,1.66
103,1.66
104,1.68
105,1.71
106,1.75
107,1.74
108,1.75
109,1.78
110,1.78
111,1.83
112,1.83
113,1.84
114,1.85
115,1.86
116,1.86
117,1.93
118,1.91
119,1.95
120,1.97
121,1.97
122,1.99
123,2.02
124,2.08
125,2.07
126,2.07
127,2.12
128,2.14
129,2.21
130,2.21
131,2.21
132,2.26
133,2.25
134,2.31
135,2.32
136,2.32
137,2.4
138,2.38
139,2.43
140,2.44
141,2.44
142,2.5
143,2.5
144,2.5
145,2.54
146,2.56
147,2.62
148,2.62
149,2.62
150,2.66
151,2.69
152,2.75
153,2.75
154,2.75
155,2.81
156,2.82
157,2.87
158,2.87
159,2.88
160,2.94
161,2.94
162,3.01
163,2.99
164,3.01
165,3.06
166,3.08
167,3.07
168,3.09
169,3.12
170,3.18
171,3.17
172,3.17
173,3.23
174,3.22
175,3.28
176,3.27
177,3.27
178,3.35
179,3.34
180,3.4
181,3.41
182,3.41
183,3.45
184,3.46
185,3.52
186,3.52
187,3.53
188,3.55
189,3.58
190,3.63
191,3.63
192,3.63
193,3.67
194,3.68
195,3.68
196,3.73
197,3.74
198,3.78
199,3.79
200,3.8
201,3.84
202,3.84
203,3.9
204,3.9
205,3.9
206,3.93
207,3.94
208,3.99
209,3.98
210,4.0
211,4.02
212,4.02
213,4.06
214,4.06
215,4.06
216,4.09
217,4.11
218,4.11
219,4.13
220,4.15
221,4.2
222,4.2
223,4.2
224,4.24
225,4.25
226,4.27
227,4.28
228,4.29
229,4.32
230,4.32
231,4.37
232,4.36
233,4.36
234,4.39
235,4.4
236,4.44
237,4.45
238,4.43
239,4.49
240,4.47
241,4.5
242,4.52
243,4.51
244,4.56
245,4.54
246,4.55
247,4.56
248,4.55
249,4.58
250,4.6
251,4.59
252,4.63
253,4.64
254,4.64
255,4.64
