bri,watt
1,0.37
2,0.29
3,0.31
4,0.32
5,0.28
6,0.21
7,0.29
8,0.33
9,0.29
10,0.26
11,0.31
12,0.17
13,0.41
14,0.29
15,0.28
16,0.28
17,0.3
18,0.31
19,0.31
20,0.3
21,0.28
22,0.27
23,0.35
24,0.31
25,0.28
26,0.29
27,0.35
28,0.33
29,0.35
30,0.36
31,0.41
32,0.38
33,0.38
34,0.25
35,0.36
36,0.4
37,0.37
38,0.29
39,0.33
40,0.34
41,0.33
42,0.44
43,0.38
44,0.38
45,0.3
46,0.42
47,0.43
48,0.34
49,0.34
50,0.38
51,0.42
52,0.43
53,0.4
54,0.47
55,0.4
56,0.37
57,0.38
58,0.43
59,0.44
60,0.35
61,0.38
62,0.47
63,0.36
64,0.42
65,0.49
66,0.42
67,0.43
68,0.46
69,0.42
70,0.44
71,0.44
72,0.47
73,0.32
74,0.46
75,0.46
76,0.55
77,0.47
78,0.48
79,0.53
80,0.53
81,0.46
82,0.52
83,0.47
84,0.48
85,0.48
86,0.55
87,0.51
88,0.51
89,0.46
90,0.49
91,0.57
92,0.54
93,0.62
94,0.56
95,0.49
96,0.52
97,0.56
98,0.55
99,0.64
100,0.56
101,0.61
102,0.54
103,0.6
104,0.64
105,0.62
106,0.55
107,0.62
108,0.68
109,0.58
110,0.64
111,0.58
112,0.61
113,0.71
114,0.77
115,0.61
116,0.62
117,0.6
118,0.57
119,0.64
120,0.72
121,0.69
122,0.63
123,0.76
124,0.69
125,0.67
126,0.66
127,0.75
128,0.65
129,0.72
130,0.78
131,0.79
132,0.78
133,0.86
134,0.72
135,0.78
136,0.8
137,0.89
138,0.76
139,0.82
140,0.78
141,0.79
142,0.77
143,0.82
144,0.86
145,0.94
146,0.84
147,0.84
148,0.86
149,0.92
150,0.88
151,0.94
152,1.03
153,0.87
154,0.94
155,0.84
156,0.99
157,0.93
158,0.93
159,0.89
160,1.08
161,0.92
162,1.03
163,1.05
164,0.97
165,0.99
166,1.04
167,1.1
168,1.04
169,0.98
170,1.07
171,1.04
172,1.11
173,1.12
174,1.17
175,1.17
176,1.18
177,1.09
178,1.14
179,1.18
180,1.2
181,1.21
182,1.25
183,1.24
184,1.22
185,1.26
186,1.28
187,1.21
188,1.29
189,1.29
190,1.41
191,1.36
192,1.26
193,1.27
194,1.41
195,1.43
196,1.46
197,1.43
198,1.46
199,1.47
200,1.39
201,1.49
202,1.47
203,1.51
204,1.47
205,1.54
206,1.58
207,1.56
208,1.64
209,1.54
210,1.67
211,1.61
212,1.65
213,1.62
214,1.7
215,1.74
216,1.71
217,1.77
218,1.74
219,1.79
220,1.79
221,1.84
222,1.81
223,1.88
224,1.86
225,1.95
226,1.9
227,1.98
228,2.06
229,2.03
230,1.99
231,2.04
232,2.13
233,2.08
234,2.09
235,2.12
236,2.13
237,2.18
238,2.22
239,2.34
240,2.24
241,2.23
242,2.26
243,2.38
244,2.24
245,2.38
246,2.36
247,2.42
248,2.45
249,2.39
250,2.46
251,2.54
252,2.51
253,2.65
254,2.65
255,2.62
