bri,watt
1,0.5
2,0.5
3,0.52
4,0.51
5,0.53
6,0.47
7,0.45
8,0.44
9,0.52
10,0.56
11,0.55
12,0.58
13,0.56
14,0.56
15,0.64
16,0.59
17,0.58
18,0.65
19,0.6
20,0.6
21,0.59
22,0.58
23,0.6
24,0.63
25,0.65
26,0.65
27,0.66
28,0.62
29,0.61
30,0.63
31,0.65
32,0.62
33,0.66
34,0.69
35,0.7
36,0.71
37,0.61
38,0.74
39,0.74
40,0.74
41,0.72
42,0.73
43,0.71
44,0.79
45,0.77
46,0.8
47,0.78
48,0.78
49,0.75
50,0.75
51,0.82
52,0.78
53,0.76
54,0.82
55,0.85
56,0.78
57,0.81
58,0.87
59,0.82
60,0.82
61,0.82
62,0.89
63,0.89
64,0.81
65,0.82
66,0.82
67,0.85
68,0.77
69,0.85
70,0.94
71,0.87
72,0.99
73,0.95
74,1.03
75,0.99
76,0.96
77,0.94
78,0.92
79,0.93
80,0.9
81,0.95
82,0.97
83,0.91
84,0.93
85,0.96
86,1
87,1.03
88,1.05
89,1.04
90,1.11
91,1.08
92,1.11
93,1.11
94,1.05
95,1.15
96,1.1
97,1.2
98,1.16
99,1.19
100,1.23
101,1.24
102,1.16
103,1.17
104,1.26
105,1.22
106,1.31
107,1.25
108,1.26
109,1.19
110,1.29
111,1.27
112,1.34
113,1.29
114,1.41
115,1.36
116,1.36
117,1.4
118,1.36
119,1.45
120,1.41
121,1.5
122,1.5
123,1.49
124,1.54
125,1.53
126,1.53
127,1.55
128,1.63
129,1.59
130,1.66
131,1.7
132,1.72
133,1.68
134,1.76
135,1.7
136,1.81
137,1.75
138,1.81
139,1.83
140,1.81
141,1.91
142,1.87
143,1.95
144,1.91
145,1.88
146,1.96
147,1.96
148,2.02
149,2.02
150,2.12
151,2.07
152,2.08
153,2.09
154,2.07
155,2.13
156,2.06
157,2.18
158,2.16
159,2.21
160,2.23
161,2.21
162,2.29
163,2.29
164,2.33
165,2.36
166,2.44
167,2.45
168,2.47
169,2.48
170,2.53
171,2.51
172,2.48
173,2.66
174,2.58
175,2.66
176,2.64
177,2.69
178,2.65
179,2.71
180,2.73
181,2.75
182,2.82
183,2.77
184,2.89
185,2.84
186,2.9
187,2.92
188,2.93
189,3.01
190,2.92
191,3.05
192,3.03
193,3.07
194,3.15
195,3.19
196,3.15
197,3.19
198,3.25
199,3.28
200,3.36
201,3.29
202,3.36
203,3.35
204,3.43
205,3.43
206,3.42
207,3.46
208,3.5
209,3.51
210,3.57
211,3.62
212,3.64
213,3.8
214,3.73
215,3.84
216,3.82
217,3.81
218,3.88
219,3.89
220,3.96
221,3.99
222,3.98
223,4.05
224,4.05
225,4.07
226,4.17
227,4.18
228,4.19
229,4.29
230,4.25
231,4.36
232,4.4
233,4.4
234,4.43
235,4.42
236,4.56
237,4.58
238,4.6
239,4.71
240,4.67
241,4.68
242,4.74
243,4.77
244,4.76
245,4.89
246,4.84
247,4.96
248,4.96
249,4.97
250,5.01
251,5.07
252,5.12
253,5.08
254,5.16
255,5.16
