bri,watt
3,1.1
5,1.1
8,1.9
11,1.9
13,1.8
15,1.8
18,1.7
20,1.7
23,1.6
26,1.5
28,1.5
31,2.4
33,2.4
36,2.2
38,2.2
41,2.1
43,2.1
46,2
48,2.9
51,2.8
54,2.8
56,2.8
59,2.7
61,2.7
64,2.6
66,2.6
69,3.4
71,3.4
74,3.3
76,3.2
79,3.2
82,3.1
84,3.1
87,3
89,3
92,3.8
94,3.8
97,3.7
99,3.6
102,3.6
105,3.5
107,3.5
110,4.3
112,4.3
115,4.2
117,4.2
120,4
122,4
125,4.8
128,4.8
130,4.8
133,4.7
135,4.7
138,4.5
140,4.5
143,5.3
145,5.3
148,5.2
150,5.2
153,5
156,5
158,5
161,5.8
163,5.8
166,5.7
168,5.7
171,5.6
173,5.6
176,5.5
178,6.4
181,6.4
184,6.3
186,6.2
189,6.1
191,6.1
194,6.9
196,6.9
199,6.7
201,6.7
204,6.6
207,6.5
209,6.5
212,7.4
214,7.3
217,7.3
219,7.2
222,7.1
224,7.1
227,7.9
230,7.8
232,7.8
235,7.7
237,7.6
240,7.5
242,7.5
245,8.3
247,8.3
250,8.2
252,8.2
255,8.1
