bri,watt
1,4.59
2,4.58
3,4.72
4,4.88
5,5.09
6,4.96
7,5.16
8,5.27
9,5.43
10,5.51
11,5.66
12,5.79
13,5.92
14,6.08
15,6.24
16,6.28
17,6.34
18,6.52
19,6.53
20,6.85
21,6.9
22,6.99
23,7.14
24,7.27
25,7.39
26,7.42
27,7.59
28,7.65
29,7.93
30,7.99
31,8.15
32,8.28
33,8.33
34,8.48
35,8.59
36,8.66
37,8.77
38,8.91
39,8.99
40,9.17
41,9.25
42,9.46
43,9.63
44,9.78
45,9.99
46,9.93
47,10.02
48,10.11
49,10.33
50,10.45
51,10.69
52,10.79
53,10.98
54,11.06
55,11.24
56,11.36
57,11.24
58,11.48
59,11.61
60,11.73
61,11.93
62,12.0
63,12.12
64,12.3
65,12.5
66,12.53
67,12.55
68,12.69
69,12.79
70,12.95
71,13.09
72,13.18
73,13.36
74,13.48
75,13.7
76,13.72
77,13.78
78,13.93
79,14.04
80,14.27
81,14.32
82,14.48
83,14.67
84,14.72
85,14.85
86,15.05
87,15.03
88,15.11
89,15.32
90,15.49
91,15.62
92,15.69
93,15.87
94,16.08
95,16.24
96,16.31
97,16.38
98,16.4
99,16.62
100,16.67
101,16.86
102,16.99
103,17.06
104,17.21
105,17.44
106,17.59
107,17.7
108,17.77
109,17.8
110,18.06
111,18.07
112,18.24
113,18.38
114,18.54
115,18.7
116,18.87
117,19.0
118,18.89
119,19.14
120,19.44
121,19.35
122,19.48
123,19.7
124,19.84
125,19.85
126,20.08
127,20.21
128,20.18
129,20.38
130,20.54
131,20.63
132,20.84
133,20.93
134,21.08
135,21.18
136,21.25
137,21.55
138,21.43
139,21.63
140,21.78
141,21.79
142,22.03
143,22.09
144,22.3
145,22.48
146,22.54
147,22.64
148,22.73
149,22.89
150,22.98
151,23.08
152,23.25
153,23.46
154,23.45
155,23.75
156,23.79
157,23.97
158,24.09
159,24.08
160,24.34
161,24.35
162,24.48
163,24.66
164,24.74
165,24.86
166,25.07
167,25.18
168,25.37
169,25.39
170,25.49
171,25.61
172,25.71
173,25.86
174,26.07
175,26.15
176,26.31
177,26.46
178,26.54
179,26.69
180,26.76
181,26.95
182,26.94
183,27.25
184,27.25
185,27.41
186,27.52
187,27.71
188,27.88
189,27.89
190,27.94
191,28.13
192,28.24
193,28.35
194,28.49
195,28.64
196,28.89
197,29.01
198,29.08
199,29.25
200,29.24
201,29.25
202,29.43
203,29.66
204,29.73
205,29.94
206,30.03
207,30.19
208,30.28
209,30.53
210,30.43
211,30.55
212,30.72
213,30.82
214,31.0
215,31.11
216,31.21
217,31.4
218,31.47
219,31.73
220,31.76
221,31.84
222,31.94
223,32.08
224,32.26
225,32.4
226,32.6
227,32.64
228,32.83
229,32.98
230,32.92
231,33.13
232,33.25
233,33.39
234,33.49
235,33.64
236,33.8
237,33.9
238,34.02
239,34.24
240,34.15
241,34.28
242,34.51
243,34.56
244,34.73
245,34.94
246,35.09
247,35.24
248,35.52
249,35.47
250,35.51
251,35.43
252,35.55
253,35.61
254,35.57
255,35.56
