effect,bri,watt
Movie,225,2.5
Movie,235,2.4
Movie,245,2.4
Movie,255,2.4
Mysterious,5,2.42
Mysterious,15,2.35
Mysterious,25,2.32
Mysterious,35,2.33
Mysterious,45,2.33
Mysterious,55,2.3
Mysterious,65,2.32
Mysterious,75,2.25
Mysterious,85,2.23
Mysterious,95,2.27
Mysterious,105,2.23
Mysterious,115,2.23
Mysterious,125,2.2
Mysterious,135,2.2
Mysterious,145,2.2
Mysterious,155,2.18
Mysterious,165,2.15
Mysterious,175,2.18
Mysterious,185,2.1
Mysterious,195,2.15
Mysterious,205,2.1
Mysterious,215,2.08
Mysterious,225,2.02
Mysterious,235,2.08
Mysterious,245,2.02
Mysterious,255,1.98
Night,5,1.98
Night,15,2.02
Night,25,1.95
Night,35,1.95
Night,45,1.95
Night,55,1.92
Night,65,1.95
Night,75,1.98
Night,85,1.95
Night,95,1.92
Night,105,1.85
Night,115,1.82
Night,125,1.88
Night,135,1.88
Night,145,1.9
Night,155,1.88
Night,165,1.9
Night,175,1.9
Night,185,1.9
Night,195,1.95
Night,205,1.9
Night,215,1.98
Night,225,1.95
Night,235,1.98
Night,245,1.9
Night,255,1.95
Night Light,5,1.98
Night Light,15,2.02
Night Light,25,1.98
Night Light,35,2
Night Light,45,2.02
Night Light,55,2.05
Night Light,65,2.05
Night Light,75,2.05
Night Light,85,2.02
Night Light,95,2.08
Night Light,105,2.05
Night Light,115,2.1
Night Light,125,2.1
Night Light,135,2.1
Night Light,145,2.15
Night Light,155,2.18
Night Light,165,2.1
Night Light,175,2.15
Night Light,185,2.15
Night Light,195,2.2
Night Light,205,2.15
Night Light,215,2.18
Night Light,225,2.2
Night Light,235,2.17
Night Light,245,2.18
Night Light,255,2.15
Optimistic,5,2.2
Optimistic,15,2.2
Optimistic,25,2.23
Optimistic,35,2.2
Optimistic,45,2.23
Optimistic,55,2.25
Optimistic,65,2.25
Optimistic,75,2.25
Optimistic,85,2.27
Optimistic,95,2.27
Optimistic,105,2.27
Optimistic,115,2.27
Optimistic,125,2.27
Optimistic,135,2.3
Optimistic,145,2.27
Optimistic,155,2.3
Optimistic,165,2.32
Optimistic,175,2.3
Optimistic,185,2.35
Optimistic,195,2.3
Optimistic,205,2.32
Optimistic,215,2.32
Optimistic,225,2.38
Optimistic,235,2.27
Optimistic,245,2.35
Optimistic,255,2.38
Party,5,2.38
Party,15,2.55
Party,25,2.85
Party,35,3.12
Party,45,2.88
Party,55,3.08
Party,65,3
Party,75,2.95
Party,85,3.05
Party,95,2.85
Party,105,2.97
Party,115,2.95
Party,125,2.85
Party,135,2.95
Party,145,2.82
Party,155,3
Party,165,2.98
Party,175,2.88
Party,185,2.95
Party,195,2.85
Party,205,2.88
Party,215,2.95
Party,225,2.92
Party,235,2.88
Party,245,2.85
Party,255,2.88
Profound,5,2.85
Profound,15,2.83
Profound,25,2.73
Profound,35,2.68
Profound,45,2.75
Profound,55,2.75
Profound,65,2.77
Profound,75,2.75
Profound,85,2.75
Profound,95,2.65
Profound,105,2.73
Profound,115,2.62
Profound,125,2.67
Profound,135,2.73
Profound,145,2.62
Profound,155,2.65
Profound,165,2.58
Profound,175,2.6
Profound,185,2.58
Profound,195,2.55
Profound,205,2.55
Profound,215,2.52
Profound,225,2.55
Profound,235,2.52
Profound,245,2.55
Profound,255,2.5
Quiet,5,2.5
Quiet,15,2.45
Quiet,25,2.45
Quiet,35,2.42
Quiet,45,2.45
Quiet,55,2.4
Quiet,65,2.38
Quiet,75,2.35
Quiet,85,2.35
Quiet,95,2.32
Quiet,105,2.25
Quiet,115,2.32
Quiet,125,2.32
Quiet,135,2.25
Quiet,145,2.3
Quiet,155,2.25
Quiet,165,2.23
Quiet,175,2.25
Quiet,185,2.23
Quiet,195,2.2
Quiet,205,2.12
Quiet,215,2.15
Quiet,225,2.12
Quiet,235,2.1
Quiet,245,2.18
Quiet,255,2.05
Rainbow,5,2.08
Rainbow,15,2.02
Rainbow,25,2.05
Rainbow,35,2.05
Rainbow,45,2.02
Rainbow,55,2.08
Rainbow,65,2.08
Rainbow,75,2.08
Rainbow,85,2.08
Rainbow,95,2.1
Rainbow,105,2.1
Rainbow,115,2.12
Rainbow,125,2.12
Rainbow,135,2.18
Rainbow,145,2.1
Rainbow,155,2.1
Rainbow,165,2.12
Rainbow,175,2.08
Rainbow,185,2.1
Rainbow,195,2.15
Rainbow,205,2.1
Rainbow,215,2.15
Rainbow,225,2.12
Rainbow,235,2.12
Rainbow,245,2.15
Rainbow,255,2.12
Release,5,2.1
Release,15,2.15
Release,25,2.17
Release,35,2.25
Release,45,2.23
Release,55,2.2
Release,65,2.33
Release,75,2.27
Release,85,2.3
Release,95,2.35
Release,105,2.32
Release,115,2.32
Release,125,2.35
Release,135,2.48
Release,145,2.5
Release,155,2.52
Release,165,2.58
Release,175,2.45
Release,185,2.67
Release,195,2.47
Release,205,2.58
Release,215,2.7
Release,225,2.65
Release,235,2.62
Release,245,2.67
Release,255,2.6
Rhythm,5,2.73
Rhythm,15,2.7
Rhythm,25,2.8
Rhythm,35,2.73
Rhythm,45,2.85
Rhythm,55,2.85
Rhythm,65,2.8
Rhythm,75,2.88
Rhythm,85,2.8
Rhythm,95,2.95
Rhythm,105,2.88
Rhythm,115,3
Rhythm,125,2.92
Rhythm,135,2.85
Rhythm,145,2.92
Rhythm,155,2.9
Rhythm,165,2.92
Rhythm,175,2.9
Rhythm,185,2.98
Rhythm,195,3.02
Rhythm,205,2.9
Rhythm,215,2.98
Rhythm,225,3.02
Rhythm,235,3.08
Rhythm,245,3.1
Rhythm,255,3.02
Ripple,5,3.05
Ripple,15,3.35
Ripple,25,3.35
Ripple,35,3.48
Ripple,45,3.42
Ripple,55,3.35
Ripple,65,3.48
Ripple,75,3.38
Ripple,85,3.48
Ripple,95,3.42
Ripple,105,3.4
Ripple,115,3.48
Ripple,125,3.38
Ripple,135,3.48
Ripple,145,3.4
Ripple,155,3.42
Ripple,165,3.5
Ripple,175,3.38
Ripple,185,3.48
Ripple,195,3.4
Ripple,205,3.32
Ripple,215,3.42
Ripple,225,3.35
Ripple,235,3.45
Ripple,245,3.35
Ripple,255,3.35
romantic,5,3.88
romantic,15,4.65
romantic,25,5.6
romantic,35,6.22
romantic,45,7.07
romantic,55,7.9
romantic,65,8.82
romantic,75,9.47
romantic,85,10.43
romantic,95,10.95
romantic,105,11.75
romantic,115,12.4
romantic,125,13.32
romantic,135,13.93
romantic,145,14.68
romantic,155,15.25
romantic,165,16.1
romantic,175,16.73
romantic,185,17.32
romantic,195,18.23
romantic,205,19.17
romantic,215,20
romantic,225,20.65
romantic,235,21.45
romantic,245,22.3
romantic,255,23.12
Romantic,5,3.32
Romantic,15,3.42
Romantic,25,3.38
Romantic,35,3.45
Romantic,45,3.38
Romantic,55,3.48
Romantic,65,3.4
Romantic,75,3.42
Romantic,85,3.45
Romantic,95,3.38
Romantic,105,3.42
Romantic,115,3.35
Romantic,125,3.35
Romantic,135,3.42
Romantic,145,3.25
Romantic,155,3.35
Romantic,165,3.25
Romantic,175,3.3
Romantic,185,3.35
Romantic,195,3.15
Romantic,205,3.35
Romantic,215,3.18
Romantic,225,3.3
Romantic,235,3.2
Romantic,245,3.17
Romantic,255,3.27
Siren,5,3.25
Siren,15,3.1
Siren,25,3.05
Siren,35,3.15
Siren,45,3.05
Siren,55,3.08
Siren,65,2.95
Siren,75,3.02
Siren,85,2.98
Siren,95,2.88
Siren,105,3
Siren,115,2.85
Siren,125,2.98
Siren,135,2.92
Siren,145,2.83
Siren,155,2.9
Siren,165,2.77
Siren,175,2.88
Siren,185,2.8
Siren,195,2.75
Siren,205,2.77
Siren,215,2.62
Siren,225,2.65
Siren,235,2.6
Siren,245,2.6
Siren,255,2.62
Sleep,5,2.58
Sleep,15,2.48
Sleep,25,2.5
Sleep,35,2.55
Sleep,45,2.5
Sleep,55,2.62
Sleep,65,2.5
Sleep,75,2.62
Sleep,85,2.52
Sleep,95,2.52
Sleep,105,2.6
Sleep,115,2.52
Sleep,125,2.55
Sleep,135,2.55
Sleep,145,2.52
Sleep,155,2.55
Sleep,165,2.52
Sleep,175,2.6
Sleep,185,2.48
Sleep,195,2.6
Sleep,205,2.6
Sleep,215,2.55
Sleep,225,2.58
Sleep,235,2.62
Sleep,245,2.6
Sleep,255,2.52
snowflake,5,3.82
snowflake,15,4.75
snowflake,25,5.57
snowflake,35,6.22
snowflake,45,7.08
snowflake,55,8
snowflake,65,8.82
snowflake,75,9.47
snowflake,85,10.32
snowflake,95,10.97
snowflake,105,11.7
snowflake,115,12.4
snowflake,125,13.2
snowflake,135,13.83
snowflake,145,14.65
snowflake,155,15.3
snowflake,165,16.12
snowflake,175,16.75
snowflake,185,17.4
snowflake,195,18.32
snowflake,205,19.18
snowflake,215,20
snowflake,225,20.62
snowflake,235,21.48
snowflake,245,22.32
snowflake,255,23.15
Spring,5,2.6
Spring,15,2.58
Spring,25,2.55
Spring,35,2.52
Spring,45,2.55
Spring,55,2.52
Spring,65,2.6
Spring,75,2.62
Spring,85,2.58
Spring,95,2.6
Spring,105,2.65
Spring,115,2.6
Spring,125,2.6
Spring,135,2.6
Spring,145,2.65
Spring,155,2.55
Spring,165,2.58
Spring,175,2.58
Spring,185,2.52
Spring,195,2.6
Spring,205,2.5
Spring,215,2.62
Spring,225,2.65
Spring,235,2.55
Spring,245,2.67
Spring,255,2.52
Stacking,5,2.65
Stacking,15,2.65
Stacking,25,2.73
Stacking,35,2.67
Stacking,45,2.83
Stacking,55,2.65
Stacking,65,2.65
Stacking,75,2.75
Stacking,85,2.7
Stacking,95,2.8
Stacking,105,2.73
Stacking,115,2.73
Stacking,125,2.85
Stacking,135,2.8
Stacking,145,2.98
Stacking,155,2.82
Stacking,165,2.85
Stacking,175,2.92
Stacking,185,3
Stacking,195,2.92
Stacking,205,2.98
Stacking,215,3
Stacking,225,2.92
Stacking,235,2.98
Stacking,245,2.98
Stacking,255,2.95
Starry Sky,5,3.05
Starry Sky,15,3.12
Starry Sky,25,2.98
Starry Sky,35,3.12
Starry Sky,45,3.08
Starry Sky,55,2.98
Starry Sky,65,3.05
Starry Sky,75,2.9
Starry Sky,85,2.98
Starry Sky,95,2.88
Starry Sky,105,2.88
Starry Sky,115,2.92
Starry Sky,125,2.85
Starry Sky,135,2.98
Starry Sky,145,2.88
Starry Sky,155,2.82
Starry Sky,165,2.9
Starry Sky,175,2.85
Starry Sky,185,3
Starry Sky,195,2.8
Starry Sky,205,2.88
Starry Sky,215,2.88
Starry Sky,225,2.83
Starry Sky,235,2.8
Starry Sky,245,2.83
Starry Sky,255,2.85
Summer,5,2.75
Summer,15,2.77
Summer,25,2.67
Summer,35,2.75
Summer,45,2.77
Summer,55,2.68
Summer,65,2.75
Summer,75,2.7
Summer,85,2.7
Summer,95,2.68
Summer,105,2.67
Summer,115,2.65
Summer,125,2.62
Summer,135,2.62
Summer,145,2.58
Summer,155,2.6
Summer,165,2.55
Summer,175,2.6
Summer,185,2.55
Summer,195,2.58
Summer,205,2.52
Summer,215,2.55
Summer,225,2.5
Summer,235,2.52
Summer,245,2.5
Summer,255,2.5
Sunny,5,2.48
Sunny,15,2.45
Sunny,25,2.45
Sunny,35,2.45
Sunny,45,2.4
Sunny,55,2.4
Sunny,65,2.38
Sunny,75,2.35
Sunny,85,2.35
Sunny,95,2.32
Sunny,105,2.32
Sunny,115,2.27
Sunny,125,2.32
Sunny,135,2.3
Sunny,145,2.23
Sunny,155,2.27
Sunny,165,2.2
Sunny,175,2.25
Sunny,185,2.2
Sunny,195,2.18
Sunny,205,2.17
Sunny,215,2.18
Sunny,225,2.15
Sunny,235,2.15
Sunny,245,2.1
Sunny,255,2.1
sunrise,15,4.78
sunrise,25,5.62
sunrise,35,6.22
sunrise,45,7.03
sunrise,55,7.97
sunrise,65,8.83
sunrise,75,9.45
sunrise,85,10.25
sunrise,95,10.97
sunrise,105,11.75
sunrise,115,12.35
sunrise,125,13.28
sunrise,135,13.85
sunrise,145,14.68
sunrise,155,15.32
sunrise,165,16.12
sunrise,175,16.77
sunrise,185,17.4
sunrise,195,18.23
sunrise,205,19.15
sunrise,215,19.95
sunrise,225,20.62
sunrise,235,21.38
sunrise,245,22.35
sunrise,255,23.15
Sunrise,5,2.05
Sunrise,15,2.02
Sunrise,25,2.08
Sunrise,35,2.08
Sunrise,45,2.1
Sunrise,55,2.1
Sunrise,65,2.05
Sunrise,75,2.15
Sunrise,85,2.12
Sunrise,95,2.15
Sunrise,105,2.12
Sunrise,115,2.18
Sunrise,125,2.2
Sunrise,135,2.17
Sunrise,145,2.2
Sunrise,155,2.2
Sunrise,165,2.18
Sunrise,175,2.25
Sunrise,185,2.23
Sunrise,195,2.27
Sunrise,205,2.27
Sunrise,215,2.27
Sunrise,225,2.35
Sunrise,235,2.27
Sunrise,245,2.3
Sunrise,255,2.35
sunset,5,3.82
sunset,15,4.67
sunset,25,5.58
sunset,35,6.2
sunset,45,7.07
sunset,55,7.97
sunset,65,8.83
sunset,75,9.45
sunset,85,10.32
sunset,95,10.97
sunset,105,11.75
sunset,115,12.38
sunset,125,13.22
sunset,135,13.8
sunset,145,14.65
sunset,155,15.25
sunset,165,16.18
sunset,175,16.7
sunset,185,17.35
sunset,195,18.35
sunset,205,19.23
sunset,215,19.97
sunset,225,20.62
sunset,235,21.45
sunset,245,22.32
sunset,255,23.15
Sunset,5,2.35
Sunset,15,2.35
Sunset,25,2.4
Sunset,35,2.35
Sunset,45,2.38
Sunset,55,2.42
Sunset,65,2.4
Sunset,75,2.38
Sunset,85,2.42
Sunset,95,2.42
Sunset,105,2.52
Sunset,115,2.42
Sunset,125,2.48
Sunset,135,2.52
Sunset,145,2.52
Sunset,155,2.5
Sunset,165,2.58
Sunset,175,2.52
Sunset,185,2.5
Sunset,195,2.6
Sunset,205,2.52
Sunset,215,2.6
Sunset,225,2.6
Sunset,235,2.58
Sunset,245,2.58
Sunset,255,2.6
Technology,5,2.6
Technology,15,2.67
Technology,25,2.65
Technology,35,2.73
Technology,45,2.7
Technology,55,2.67
Technology,65,2.82
Technology,75,2.68
Technology,85,2.75
Technology,95,2.8
Technology,105,2.73
Technology,115,2.8
Technology,125,2.75
Technology,135,2.9
Technology,145,2.8
Technology,155,2.85
Technology,165,2.95
Technology,175,2.82
Technology,185,2.97
Technology,195,2.88
Technology,205,2.95
Technology,215,3.02
Technology,225,3.02
Technology,235,3.1
Technology,245,3.05
Technology,255,3
The Piano,5,3.12
The Piano,15,2.62
The Piano,25,2.2
The Piano,35,2.2
The Piano,45,2.15
The Piano,55,2.15
The Piano,65,2.18
The Piano,75,2.15
The Piano,85,2.18
The Piano,95,2.25
The Piano,105,2.18
The Piano,115,2.2
The Piano,125,2.15
The Piano,135,2.2
The Piano,145,2.2
The Piano,155,2.17
The Piano,165,2.25
The Piano,175,2.27
The Piano,185,2.23
The Piano,195,2.25
The Piano,205,2.27
The Piano,215,2.25
The Piano,225,2.27
The Piano,235,2.25
The Piano,245,2.23
The Piano,255,2.25
Tree shadow,5,2.25
Tree shadow,15,2.27
Tree shadow,25,2.33
Tree shadow,35,2.25
Tree shadow,45,2.3
Tree shadow,55,2.33
Tree shadow,65,2.38
Tree shadow,75,2.25
Tree shadow,85,2.35
Tree shadow,95,2.33
Tree shadow,105,2.35
Tree shadow,115,2.3
Tree shadow,125,2.3
Tree shadow,135,2.35
Tree shadow,145,2.3
Tree shadow,155,2.32
Tree shadow,165,2.35
Tree shadow,175,2.35
Tree shadow,185,2.4
Tree shadow,195,2.35
Tree shadow,205,2.38
Tree shadow,215,2.35
Tree shadow,225,2.4
Tree shadow,235,2.4
Tree shadow,245,2.3
Tree shadow,255,2.48
twinkle,5,3.82
twinkle,15,4.72
twinkle,25,5.6
twinkle,35,6.2
twinkle,45,7.15
twinkle,55,7.95
twinkle,65,8.83
twinkle,75,9.5
twinkle,85,10.3
twinkle,95,10.97
twinkle,105,11.77
twinkle,115,12.38
twinkle,125,13.28
twinkle,135,13.9
twinkle,145,14.62
twinkle,155,15.25
twinkle,165,16.12
twinkle,175,16.73
twinkle,185,17.4
twinkle,195,18.3
twinkle,205,19.12
twinkle,215,19.97
twinkle,225,20.65
twinkle,235,21.45
twinkle,245,22.23
twinkle,255,23.18
Volcano,5,2.42
Volcano,15,2.45
Volcano,25,2.35
Volcano,35,2.42
Volcano,45,2.4
Volcano,55,2.38
Volcano,65,2.48
Volcano,75,2.35
Volcano,85,2.45
Volcano,95,2.38
Volcano,105,2.5
Volcano,115,2.52
Volcano,125,2.35
Volcano,135,2.58
Volcano,145,2.38
Volcano,155,2.55
Volcano,165,2.58
Volcano,175,2.48
Volcano,185,2.55
Volcano,195,2.4
Volcano,205,2.52
Volcano,215,2.45
Volcano,225,2.35
Volcano,235,2.45
Volcano,245,2.4
Volcano,255,2.45
Warm,5,2.38
Warm,15,2.4
Warm,25,2.33
Warm,35,2.45
Warm,45,2.38
Warm,55,2.42
Warm,65,2.45
Warm,75,2.4
Warm,85,2.35
Warm,95,2.48
Warm,105,2.42
Warm,115,2.35
Warm,125,2.32
Warm,135,2.38
Warm,145,2.33
Warm,155,2.38
Warm,165,2.38
Warm,175,2.3
Warm,185,2.35
Warm,195,2.33
Warm,205,2.35
Warm,215,2.33
Warm,225,2.4
Warm,235,2.35
Warm,245,2.35
Warm,255,2.27
Wave,5,2.33
Wave,15,2.27
Wave,25,2.33
Wave,35,2.3
Wave,45,2.27
Wave,55,2.25
Wave,65,2.2
Wave,75,2.38
Wave,85,2.25
Wave,95,2.3
Wave,105,2.3
Wave,115,2.25
Wave,125,2.25
Wave,135,2.3
Wave,145,2.27
Wave,155,2.23
Wave,165,2.23
Wave,175,2.25
Wave,185,2.25
Wave,195,2.2
Wave,205,2.17
Wave,215,2.23
Wave,225,2.2
Wave,235,2.18
Wave,245,2.23
Wave,255,2.2
White Light,5,2.15
White Light,15,2.18
White Light,25,2.18
White Light,35,2.2
White Light,45,2.2
White Light,55,2.15
White Light,65,2.1
White Light,75,2.18
White Light,85,2.12
White Light,95,2.15
White Light,105,2.15
White Light,115,2.15
White Light,125,2.15
White Light,135,2.1
White Light,145,2.15
White Light,155,2.12
White Light,165,2.1
White Light,175,2.15
White Light,185,2.1
White Light,195,2.12
White Light,205,2.12
White Light,215,2.12
White Light,225,2.1
White Light,235,2.1
White Light,245,2.12
White Light,255,2.08
Winter,5,2.08
Winter,15,2.6
Winter,25,2.92
Winter,35,2.8
Winter,45,2.88
Winter,55,2.88
Winter,65,2.85
Winter,75,2.92
Winter,85,2.8
Winter,95,2.9
Winter,105,2.75
Winter,115,2.85
Winter,125,2.85
Winter,135,2.83
Winter,145,2.83
Winter,155,2.83
Winter,165,2.83
Winter,175,2.73
Winter,185,2.7
Winter,195,2.7
Winter,205,2.67
Winter,215,2.75
Winter,225,2.65
Winter,235,2.75
Winter,245,2.7
Winter,255,2.7
Work,5,2.67
Work,15,2.67
Work,25,2.62
Work,35,2.67
Work,45,2.55
Work,55,2.75
Work,65,2.58
Work,75,2.6
Work,85,2.6
Work,95,2.52
Work,105,2.55
Work,115,2.48
Work,125,2.58
Work,135,2.5
Work,145,2.55
Work,155,2.5
Work,165,2.55
Work,175,2.52
Work,185,2.48
Work,195,2.55
Work,205,2.42
Work,215,2.5
Work,225,2.48
Work,235,2.38
Work,245,2.45
Work,255,2.38
