bri,watt
1,1.59
4,1.59
7,1.59
10,1.59
13,1.59
16,1.59
19,1.59
22,1.59
25,1.59
28,1.72
31,1.72
34,1.72
37,1.72
40,1.85
43,1.85
46,1.99
49,1.99
52,1.99
55,2.12
58,2.12
61,2.26
64,2.39
67,2.39
70,2.39
73,2.52
76,2.52
79,2.79
82,2.79
85,2.79
88,2.92
91,3.06
94,3.06
97,3.19
100,3.32
103,3.45
106,3.45
109,3.45
112,3.59
115,3.59
118,3.59
121,3.59
124,3.72
127,3.98
130,3.98
133,4.12
136,4.25
139,4.38
142,4.51
145,4.65
148,4.65
151,4.78
154,4.78
157,4.91
160,5.05
163,5.18
166,5.31
169,5.44
172,5.71
175,5.98
178,6.11
181,6.24
184,6.37
187,6.51
190,6.77
193,6.77
196,7.04
199,7.17
202,7.17
205,7.3
208,7.44
211,7.57
214,7.7
217,7.83
220,8.1
223,8.37
226,8.63
229,8.76
232,9.03
235,9.16
238,9.43
241,9.56
244,9.83
247,9.96
250,10.22
253,10.36
255,10.49
