bri,watt
2,0.75
3,0.8
4,0.75
5,0.75
6,0.75
7,0.8
8,0.75
9,0.85
10,0.8
11,0.85
12,0.95
13,0.95
14,0.85
15,0.8
16,0.9
17,0.95
18,0.8
19,0.85
20,0.85
21,0.95
22,0.85
23,0.85
24,0.95
25,0.9
26,0.95
27,0.95
28,0.85
29,0.85
30,0.85
31,0.85
32,1.0
33,1.05
34,0.95
35,1.05
36,1.05
37,1.05
38,1.15
39,1.15
40,1.1
41,1.1
42,1.1
43,1.15
44,1.1
45,1.2
46,1.1
47,1.15
48,1.15
49,1.2
50,1.2
51,1.15
52,1.25
53,1.25
54,1.4
55,1.3
56,1.3
57,1.35
58,1.25
59,1.3
60,1.2
61,1.3
62,1.3
63,1.4
64,1.25
65,1.25
66,1.2
67,1.35
68,1.25
69,1.4
70,1.35
71,1.35
72,1.3
73,1.5
74,1.35
75,1.45
76,1.45
77,1.7
78,1.55
79,1.5
80,1.5
81,1.7
82,1.6
83,1.5
84,1.55
85,1.65
86,1.65
87,1.7
88,1.75
89,1.65
90,1.8
91,1.7
92,1.85
93,1.9
94,1.8
95,1.75
96,1.8
97,1.9
98,1.8
99,1.9
100,2.0
101,1.9
102,1.85
103,1.9
104,2.05
105,2.25
106,2.0
107,2.15
108,2.1
109,2.3
110,2.1
111,2.15
112,2.3
113,2.35
114,2.3
115,2.35
116,2.35
117,2.3
118,2.5
119,2.45
120,2.45
121,2.45
122,2.6
123,2.6
124,2.55
125,2.65
126,2.6
127,2.7
128,2.75
129,2.9
130,2.85
131,2.9
132,2.95
133,2.95
134,3.05
135,3.15
136,3.05
137,3.2
138,3.2
139,3.3
140,3.3
141,3.45
142,3.4
143,3.55
144,3.45
145,3.7
146,3.55
147,3.65
148,3.8
149,3.9
150,3.9
151,3.95
152,3.95
153,3.85
154,4.2
155,4.2
156,4.2
157,4.2
158,4.35
159,4.4
160,4.4
161,4.45
162,4.6
163,4.55
164,4.75
165,4.75
166,4.85
167,4.9
168,4.95
169,4.95
170,5.15
171,5.25
172,5.35
173,5.25
174,5.5
175,5.5
176,5.55
177,5.75
178,5.8
179,5.85
180,6.0
181,6.05
182,6.25
183,6.35
184,6.35
185,6.45
186,6.6
187,6.75
188,6.8
189,6.95
190,6.95
191,7.1
192,7.35
193,7.3
194,7.5
195,7.7
196,7.7
197,7.8
198,8.0
199,8.2
200,8.35
201,8.35
202,8.3
203,8.7
204,8.75
205,8.9
206,8.9
207,9.1
208,9.2
209,9.45
210,9.6
211,9.65
212,9.85
213,10.0
214,10.05
215,10.3
216,10.6
217,10.65
218,10.95
219,11.05
220,11.25
221,11.55
222,11.7
223,11.7
224,11.95
225,12.15
226,12.35
227,12.5
228,12.6
229,12.9
230,13.1
231,13.4
232,13.6
233,13.75
234,14.0
235,14.35
236,14.6
237,14.7
238,15.0
239,15.3
240,15.55
241,15.9
242,16.1
243,16.4
244,16.65
245,16.95
246,17.3
247,17.5
248,17.85
249,18.3
250,18.55
251,18.85
252,19.2
253,19.6
254,19.9
255,19.95
