bri,watt
1,0.62
2,1.05
3,1.05
4,1.05
5,1.02
6,1.02
7,1.02
8,1.02
9,1.02
10,1.02
11,1.02
12,1.0
13,1.05
14,1.02
15,1.02
16,1.0
17,1.02
18,1.02
19,1.02
20,1.05
21,1.02
22,1.05
23,1.05
24,1.05
25,1.05
26,1.08
27,1.05
28,1.1
29,1.08
30,1.1
31,1.08
32,1.1
33,1.1
34,1.1
35,1.08
36,1.15
37,1.1
38,1.17
39,1.1
40,1.15
41,1.12
42,1.12
43,1.17
44,1.15
45,1.17
46,1.2
47,1.17
48,1.17
49,1.2
50,1.2
51,1.2
52,1.23
53,1.23
54,1.2
55,1.27
56,1.27
57,1.27
58,1.25
59,1.27
60,1.27
61,1.33
62,1.33
63,1.35
64,1.33
65,1.33
66,1.38
67,1.38
68,1.35
69,1.35
70,1.42
71,1.45
72,1.45
73,1.45
74,1.42
75,1.45
76,1.45
77,1.48
78,1.5
79,1.48
80,1.55
81,1.55
82,1.52
83,1.58
84,1.55
85,1.58
86,1.58
87,1.62
88,1.62
89,1.65
90,1.62
91,1.67
92,1.7
93,1.7
94,1.73
95,1.73
96,1.75
97,1.75
98,1.8
99,1.8
100,1.77
101,1.83
102,1.85
103,1.88
104,1.9
105,1.9
106,1.9
107,1.95
108,1.98
109,1.98
110,1.98
111,1.98
112,2.0
113,2.08
114,2.08
115,2.05
116,2.08
117,2.08
118,2.15
119,2.15
120,2.2
121,2.2
122,2.23
123,2.25
124,2.3
125,2.3
126,2.3
127,2.35
128,2.35
129,2.42
130,2.42
131,2.45
132,2.45
133,2.5
134,2.58
135,2.52
136,2.58
137,2.6
138,2.6
139,2.7
140,2.7
141,2.67
142,2.75
143,2.77
144,2.85
145,2.83
146,2.92
147,2.92
148,2.95
149,3.02
150,3.0
151,3.02
152,3.1
153,3.12
154,3.17
155,3.17
156,3.23
157,3.25
158,3.27
159,3.35
160,3.35
161,3.42
162,3.45
163,3.48
164,3.55
165,3.55
166,3.65
167,3.65
168,3.67
169,3.75
170,3.75
171,3.83
172,3.83
173,3.85
174,4.0
175,3.98
176,4.03
177,4.07
178,4.15
179,4.2
180,4.22
181,4.3
182,4.32
183,4.32
184,4.43
185,4.45
186,4.53
187,4.55
188,4.55
189,4.62
190,4.62
191,4.65
192,4.68
193,4.65
194,4.7
195,4.7
196,4.7
197,4.78
198,4.72
199,4.7
200,4.7
201,4.7
202,4.7
203,4.68
204,4.68
205,4.68
206,4.65
207,4.68
208,4.68
209,4.65
210,4.62
211,4.62
212,4.65
213,4.65
214,4.6
215,4.57
216,4.68
217,4.62
218,4.65
219,4.62
220,4.6
221,4.6
222,4.62
223,4.6
224,4.57
225,4.55
226,4.55
227,4.57
228,4.53
229,4.57
230,4.57
231,4.55
232,4.55
233,4.57
234,4.55
235,4.5
236,4.55
237,4.53
238,4.53
239,4.5
240,4.53
241,4.53
242,4.55
243,4.5
244,4.53
245,4.53
246,4.55
247,4.47
248,4.53
249,4.5
250,4.53
251,4.47
252,4.55
253,4.5
254,4.47
255,4.47
