bri,watt
1,0.36
2,0.35
3,0.33
4,0.33
5,0.36
6,0.34
7,0.35
8,0.32
9,0.35
10,0.35
11,0.35
12,0.36
13,0.35
14,0.35
15,0.34
16,0.34
17,0.36
18,0.35
19,0.34
20,0.34
21,0.32
22,0.36
23,0.37
24,0.37
25,0.36
26,0.36
27,0.36
28,0.37
29,0.37
30,0.36
31,0.36
32,0.4
33,0.43
34,0.4
35,0.39
36,0.38
37,0.42
38,0.4
39,0.42
40,0.42
41,0.42
42,0.43
43,0.45
44,0.48
45,0.45
46,0.43
47,0.46
48,0.49
49,0.46
50,0.48
51,0.46
52,0.49
53,0.48
54,0.47
55,0.51
56,0.52
57,0.53
58,0.54
59,0.55
60,0.54
61,0.53
62,0.56
63,0.55
64,0.55
65,0.55
66,0.58
67,0.59
68,0.59
69,0.59
70,0.62
71,0.61
72,0.64
73,0.65
74,0.66
75,0.66
76,0.66
77,0.68
78,0.67
79,0.67
80,0.72
81,0.72
82,0.74
83,0.73
84,0.74
85,0.74
86,0.78
87,0.77
88,0.78
89,0.79
90,0.79
91,0.81
92,0.82
93,0.79
94,0.87
95,0.87
96,0.84
97,0.88
98,0.88
99,0.93
100,0.92
101,0.97
102,0.96
103,0.98
104,1.0
105,1.0
106,1.0
107,1.03
108,1.02
109,1.05
110,1.03
111,1.06
112,1.08
113,1.14
114,1.11
115,1.11
116,1.15
117,1.14
118,1.15
119,1.18
120,1.2
121,1.24
122,1.2
123,1.23
124,1.24
125,1.28
126,1.24
127,1.28
128,1.28
129,1.32
130,1.33
131,1.39
132,1.34
133,1.36
134,1.42
135,1.42
136,1.43
137,1.46
138,1.44
139,1.49
140,1.49
141,1.49
142,1.56
143,1.55
144,1.58
145,1.55
146,1.61
147,1.61
148,1.68
149,1.67
150,1.67
151,1.69
152,1.72
153,1.76
154,1.72
155,1.78
156,1.79
157,1.82
158,1.82
159,1.82
160,1.87
161,1.87
162,1.93
163,1.91
164,1.9
165,1.98
166,1.98
167,2.03
168,2.02
169,2.05
170,2.04
171,2.08
172,2.1
173,2.15
174,2.13
175,2.16
176,2.21
177,2.2
178,2.21
179,2.26
180,2.3
181,2.29
182,2.35
183,2.3
184,2.37
185,2.39
186,2.41
187,2.46
188,2.46
189,2.52
190,2.48
191,2.52
192,2.53
193,2.56
194,2.59
195,2.6
196,2.6
197,2.65
198,2.70
199,2.71
200,2.73
201,2.73
202,2.74
203,2.75
204,2.78
205,2.83
206,2.85
207,2.83
208,2.89
209,2.89
210,2.97
211,2.93
212,3.02
213,3.01
214,3.06
215,3.07
216,3.06
217,3.09
218,3.14
219,3.16
220,3.18
221,3.23
222,3.27
223,3.3
224,3.31
225,3.34
226,3.36
227,3.41
228,3.4
229,3.47
230,3.47
231,3.51
232,3.53
233,3.55
234,3.59
235,3.64
236,3.68
237,3.67
238,3.69
239,3.73
240,3.74
241,3.76
242,3.8
243,3.83
244,3.87
245,3.89
246,3.92
247,3.96
248,3.99
249,4.03
250,4.03
251,4.11
252,4.09
253,4.14
254,4.19
255,4.22
