bri,watt
1,0.43
2,0.62
3,0.6
4,0.7
5,0.7
6,0.65
7,0.72
8,0.75
9,0.75
10,0.85
11,0.8
12,0.9
13,0.9
14,0.88
15,1.0
16,0.9
17,1.1
18,1.0
19,1.05
20,1.1
21,1.15
22,1.2
23,1.2
24,1.2
25,1.3
26,1.23
27,1.35
28,1.3
29,1.3
30,1.35
31,1.45
32,1.5
33,1.5
34,1.48
35,1.52
36,1.5
37,1.65
38,1.6
39,1.6
40,1.65
41,1.65
42,1.65
43,1.75
44,1.7
45,1.83
46,1.85
47,1.8
48,1.95
49,1.85
50,1.95
51,2.02
52,1.95
53,2.1
54,2.05
55,2.15
56,2.1
57,2.15
58,2.15
59,2.2
60,2.25
61,2.3
62,2.2
63,2.33
64,2.25
65,2.35
66,2.35
67,2.4
68,2.42
69,2.42
70,2.4
71,2.5
72,2.52
73,2.65
74,2.6
75,2.6
76,2.65
77,2.67
78,2.75
79,2.7
80,2.65
81,2.83
82,2.8
83,2.85
84,2.95
85,2.9
86,2.95
87,2.92
88,3.0
89,3.0
90,3.02
91,3.05
92,3.1
93,3.1
94,3.2
95,3.15
96,3.2
97,3.25
98,3.25
99,3.3
100,3.3
101,3.35
102,3.35
103,3.35
104,3.5
105,3.5
106,3.55
107,3.52
108,3.5
109,3.58
110,3.65
111,3.65
112,3.65
113,3.62
114,3.7
115,3.7
116,3.7
117,3.8
118,3.75
119,3.8
120,3.8
121,3.9
122,3.92
123,3.92
124,4.0
125,4.0
126,3.95
127,4.05
128,4.05
129,4.15
130,4.2
131,4.1
132,4.25
133,4.25
134,4.3
135,4.3
136,4.3
137,4.43
138,4.4
139,4.5
140,4.45
141,4.45
142,4.5
143,4.55
144,4.55
145,4.6
146,4.55
147,4.7
148,4.6
149,4.65
150,4.7
151,4.75
152,4.75
153,4.78
154,4.7
155,4.85
156,4.85
157,4.95
158,4.9
159,4.93
160,4.97
161,4.97
162,5.05
163,5.1
164,5.1
165,5.12
166,5.15
167,5.15
168,5.22
169,5.2
170,5.32
171,5.3
172,5.32
173,5.4
174,5.4
175,5.53
176,5.47
177,5.45
178,5.5
179,5.55
180,5.65
181,5.6
182,5.62
183,5.75
184,5.72
185,5.8
186,5.75
187,5.75
188,5.85
189,5.85
190,5.9
191,5.95
192,5.93
193,5.93
194,5.95
195,5.97
196,6.0
197,6.05
198,6.1
199,6.05
200,6.07
201,6.2
202,6.15
203,6.3
204,6.3
205,6.25
206,6.35
207,6.3
208,6.38
209,6.45
210,6.4
211,6.45
212,6.47
213,6.55
214,6.57
215,6.5
216,6.65
217,6.65
218,6.6
219,6.75
220,6.7
221,6.78
222,6.75
223,6.78
224,6.9
225,6.85
226,6.95
227,6.95
228,6.9
229,7.03
230,7.0
231,7.05
232,7.05
233,7.07
234,7.15
235,7.12
236,7.2
237,7.25
238,7.28
239,7.32
240,7.35
241,7.35
242,7.4
243,7.35
244,7.45
245,7.47
246,7.45
247,7.53
248,7.55
249,7.62
250,7.6
251,7.65
252,7.68
253,7.65
254,7.8
255,7.75
