bri,watt
3,0.60
5,0.60
8,0.60
11,0.60
13,0.60
15,0.60
18,0.60
20,0.60
23,0.64
26,0.64
28,0.64
31,0.64
33,0.67
36,0.68
38,0.68
41,0.68
43,0.72
46,0.72
48,0.72
51,0.77
54,0.77
56,0.79
59,0.81
61,0.81
64,0.85
66,0.85
69,0.90
71,0.90
74,0.94
76,0.95
79,0.99
82,1.02
84,1.03
87,1.07
89,1.10
92,1.14
94,1.15
97,1.19
99,1.22
102,1.27
105,1.30
107,1.32
110,1.37
112,1.41
115,1.45
117,1.48
120,1.53
122,1.55
125,1.62
128,1.63
130,1.67
133,1.72
135,1.76
138,1.81
140,1.86
143,1.92
145,1.96
148,2.01
150,2.05
153,2.12
156,2.19
158,2.23
161,2.29
163,2.34
166,2.41
168,2.44
171,2.51
173,2.57
176,2.64
178,2.69
181,2.77
184,2.84
186,2.90
189,2.98
191,3.03
194,3.12
196,3.17
199,3.25
201,3.30
204,3.39
207,3.47
209,3.53
212,3.62
214,3.69
217,3.77
219,3.83
222,3.93
224,4.00
227,4.08
230,4.18
232,4.25
235,4.34
237,4.41
240,4.52
242,4.59
245,4.70
247,4.77
250,4.88
252,4.95
255,5.05
