bri,watt
3,0.75
5,0.76
8,0.76
11,0.76
13,0.76
15,0.76
18,0.76
20,0.76
23,0.76
26,0.77
28,0.78
31,0.79
33,0.81
36,0.83
38,0.85
41,0.86
43,0.87
46,0.88
48,0.90
51,0.92
54,0.93
56,0.94
59,0.95
61,0.97
64,1.01
66,1.06
69,1.14
71,1.19
74,1.27
76,1.32
79,1.41
82,1.49
84,1.56
87,1.64
89,1.72
92,1.82
94,1.87
97,1.97
99,2.02
102,2.12
105,2.20
107,2.24
110,2.30
112,2.35
115,2.41
117,2.47
120,2.54
122,2.59
125,2.67
128,2.73
130,2.79
133,2.87
135,2.93
138,3.01
140,3.08
143,3.17
145,3.25
148,3.34
150,3.41
153,3.52
156,3.66
158,3.71
161,3.85
163,3.92
166,4.02
168,4.12
171,4.28
173,4.38
176,4.52
178,4.60
181,4.76
184,4.91
186,5.01
189,5.17
191,5.27
194,5.43
196,5.54
199,5.70
201,5.82
204,5.99
207,6.15
209,6.26
212,6.45
214,6.55
217,6.74
219,6.86
222,7.04
224,7.17
227,7.36
230,7.56
232,7.68
235,7.87
237,7.99
240,8.18
242,8.30
245,8.51
247,8.63
250,8.86
252,8.95
255,9.65
