bri,watt
1,1.59
2,1.62
3,1.77
4,1.91
5,2.09
6,2.17
7,2.41
8,2.34
9,2.54
10,2.7
11,2.82
12,3.03
13,3.09
14,3.44
15,3.46
16,3.65
17,3.7
18,3.81
19,3.9
20,4.14
21,4.18
22,4.42
23,4.54
24,4.75
25,5.0
26,4.94
27,5.04
28,5.43
29,5.39
30,5.65
31,5.61
32,5.88
33,5.98
34,6.16
35,6.26
36,6.3
37,6.48
38,6.63
39,6.87
40,6.93
41,7.03
42,7.16
43,7.31
44,7.45
45,7.62
46,7.64
47,7.94
48,7.88
49,8.04
50,8.16
51,8.48
52,8.46
53,8.48
54,8.74
55,8.85
56,8.95
57,9.07
58,9.31
59,9.45
60,9.49
61,9.38
62,9.61
63,9.54
64,9.44
65,9.44
66,9.44
67,9.57
68,9.51
69,9.46
70,9.45
71,9.47
72,9.51
73,9.47
74,9.37
75,9.46
76,9.4
77,9.53
78,9.4
79,9.34
80,9.61
81,9.55
82,9.42
83,9.44
84,9.52
85,9.46
86,9.42
87,9.52
88,9.37
89,9.41
90,9.68
91,9.67
92,9.46
93,9.5
94,9.34
95,9.61
96,9.7
97,9.59
98,9.55
99,9.52
100,9.51
101,9.57
102,9.46
103,9.35
104,9.42
105,9.45
106,9.46
107,9.46
108,9.42
109,9.4
110,9.49
111,9.5
112,9.57
113,9.43
114,9.34
115,9.67
116,9.52
117,9.44
118,9.39
119,9.39
120,9.47
121,9.35
122,9.48
123,9.37
124,9.46
125,9.38
126,9.4
127,9.48
128,9.46
129,9.45
130,9.42
131,9.37
132,9.36
133,9.43
134,9.62
135,9.56
136,9.6
137,9.6
138,9.52
139,9.52
140,9.5
141,9.48
142,9.53
143,9.32
144,9.5
145,9.47
146,9.44
147,9.51
148,9.65
149,9.46
150,9.46
151,9.47
152,9.51
153,9.41
154,9.45
155,9.37
156,9.41
157,9.44
158,9.41
159,9.52
160,9.49
161,9.4
162,9.58
163,9.42
164,9.46
165,9.49
166,9.56
167,9.36
168,9.41
169,9.53
170,9.41
171,9.45
172,9.55
173,9.32
174,9.55
175,9.43
176,9.39
177,9.49
178,9.3
179,9.53
180,9.5
181,9.48
182,9.52
183,9.37
184,9.4
185,9.59
186,9.51
187,9.41
188,9.38
189,9.56
190,9.39
191,9.41
192,9.63
193,9.46
194,9.67
195,9.58
196,9.49
197,9.4
198,9.46
199,9.46
200,9.43
201,9.33
202,9.48
203,9.53
204,9.73
205,9.61
206,9.62
207,9.48
208,9.61
209,9.49
210,9.51
211,9.59
212,9.58
213,9.64
214,9.58
215,9.45
216,9.53
217,9.62
218,9.44
219,9.5
220,9.64
221,9.68
222,9.53
223,9.68
224,9.68
225,9.59
226,9.64
227,9.65
228,9.6
229,9.41
230,9.47
231,9.57
232,9.62
233,9.59
234,9.55
235,9.39
236,9.73
237,9.54
238,9.44
239,9.4
240,9.65
241,9.6
242,9.42
243,9.49
244,9.41
245,9.58
246,9.53
247,9.48
248,9.61
249,9.65
250,9.52
251,9.43
252,9.47
253,9.5
254,9.62
255,9.55
