bri,watt
3,1.09
5,1.10
8,1.11
11,1.13
13,1.16
15,1.17
18,1.20
20,1.22
23,1.25
26,1.28
28,1.30
31,1.33
33,1.36
36,1.39
38,1.42
41,1.45
43,1.48
46,1.51
48,1.55
51,1.58
54,1.64
56,1.66
59,1.71
61,1.74
64,1.78
66,1.82
69,1.87
71,1.89
74,1.94
76,1.98
79,2.04
82,2.10
84,2.13
87,2.18
89,2.22
92,2.27
94,2.33
97,2.39
99,2.44
102,2.50
105,2.58
107,2.62
110,2.69
112,2.75
115,2.84
117,2.91
120,2.99
122,3.04
125,3.12
128,3.18
130,3.26
133,3.38
135,3.45
138,3.57
140,3.63
143,3.74
145,3.81
148,3.95
150,4.06
153,4.19
156,4.32
158,4.41
161,4.56
163,4.66
166,4.84
168,4.97
171,5.13
173,5.23
176,5.38
178,5.50
181,5.69
184,5.92
186,6.07
189,6.27
191,6.40
194,6.60
196,6.74
199,6.98
201,7.12
204,7.38
207,7.65
209,7.84
212,8.14
214,8.34
217,8.66
219,8.88
222,9.21
224,9.45
227,9.81
230,10.18
232,10.43
235,10.85
237,11.12
240,11.55
242,11.86
245,12.28
247,12.49
250,12.50
252,12.51
255,12.53
