bri,watt
1,0.7
2,0.7
3,0.7
4,0.83
5,0.77
6,0.6
7,0.63
8,0.8
9,0.63
10,0.77
11,0.77
12,0.63
13,0.53
14,0.7
15,0.8
16,0.4
17,0.73
18,0.7
19,0.7
20,0.8
21,0.67
22,0.6
23,0.6
24,0.9
25,0.53
26,0.77
27,0.6
28,0.63
29,0.8
30,0.77
31,0.8
32,0.73
33,0.73
34,0.5
35,0.8
36,1.0
37,1.1
38,0.8
39,0.83
40,0.9
41,0.6
42,0.77
43,0.73
44,0.83
45,0.77
46,0.87
47,0.8
48,0.77
49,0.7
50,0.7
51,0.93
52,0.93
53,0.73
54,0.77
55,0.97
56,0.77
57,0.83
58,0.77
59,1.03
60,0.7
61,1.07
62,0.93
63,1.2
64,0.93
65,0.83
66,0.97
67,1.1
68,1.17
69,1.07
70,1.07
71,1.1
72,1.13
73,0.9
74,1.1
75,1.37
76,1.1
77,1.07
78,1.0
79,1.2
80,0.93
81,0.87
82,1.2
83,1.1
84,1.2
85,1.2
86,1.33
87,1.3
88,1.1
89,1.07
90,1.23
91,1.37
92,1.23
93,1.43
94,1.33
95,1.33
96,1.63
97,1.47
98,1.37
99,1.37
100,1.4
101,1.4
102,1.33
103,1.53
104,1.6
105,1.77
106,1.33
107,1.43
108,1.73
109,1.53
110,1.5
111,1.33
112,1.47
113,1.33
114,1.6
115,1.3
116,1.5
117,1.7
118,1.87
119,1.4
120,1.4
121,1.57
122,1.67
123,2.0
124,1.77
125,1.77
126,1.97
127,1.63
128,1.6
129,1.77
130,1.53
131,1.47
132,1.97
133,2.5
134,2.4
135,2.47
136,2.03
137,1.9
138,1.73
139,1.9
140,2.3
141,2.1
142,1.57
143,2.03
144,1.97
145,2.47
146,2.67
147,2.57
148,2.3
149,3.37
150,2.47
151,2.0
152,1.73
153,2.4
154,2.37
155,2.37
156,2.37
157,2.57
158,2.53
159,2.37
160,2.3
161,3.27
162,2.7
163,2.4
164,2.7
165,2.17
166,3.07
167,2.73
168,2.6
169,2.57
170,2.6
171,2.87
172,2.5
173,2.87
174,2.6
175,2.7
176,2.73
177,2.97
178,2.63
179,2.93
180,2.73
181,2.9
182,3.07
183,3.03
184,3.17
185,2.77
186,3.33
187,2.73
188,3.27
189,3.07
190,3.3
191,3.43
192,3.5
193,3.47
194,3.2
195,3.5
196,3.27
197,3.3
198,3.4
199,3.33
200,3.5
201,3.7
202,3.37
203,3.93
204,3.5
205,3.6
206,3.67
207,3.83
208,3.9
209,3.87
210,4.07
211,3.8
212,3.97
213,3.97
214,3.93
215,3.7
216,3.97
217,4.07
218,3.9
219,3.87
220,4.23
221,3.97
222,4.07
223,4.07
224,4.13
225,4.4
226,4.53
227,4.3
228,4.4
229,4.3
230,4.2
231,4.37
232,4.47
233,4.47
234,4.57
235,4.37
236,4.5
237,4.47
238,4.43
239,4.97
240,4.57
241,4.53
242,4.97
243,4.87
244,4.77
245,4.7
246,4.67
247,4.7
248,4.83
249,5.3
250,5.03
251,5.27
252,5.33
253,5.4
254,5.47
255,5.5
